"";"Harry Potter i Czara Ognia";"Harry Potter i Insygnia Smierci";"Harry Potter i Kamien Filozoficzny";"Harry Potter i Komnata Tajemnic";"Harry Potter i Ksiaze Polkrwi";"Harry Potter i Przeklete Dziecko";"Harry Potter i Wiezien Azkabanu";"Harry Potter i Zakon Feniksa";"Opowiesci z Narni. Kon i jego chlopiec";"Opowiesci z Narni. Ksiaze Kaspian";"Opowiesci z Narni. Lew, czarownica i stara szafa";"Opowiesci z Narni. Ostatnia bitwa";"Opowiesci z Narni. Podroz Wedrowca do Switu";"Opowiesci z Narni. Siostrzeniec Czarodzieja";"Opowiesci z Narni. Srebrne krzeslo";"Zmierzch.Ksiezyc w Nowiu";"Zmierzch.Przed Switem";"Zmierzch.Zacmienie";"Zmierzch.Zmierzch"
"rodzica";0;0;0;0;0;0,00243655477377613;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"rodzice";0,000681046470493714;0,00142772380915954;0,00389878424808952;0;0;0,00144486077911195;0;0;0;0;0;0;0;0;0;0;0;0;0,00761264592314713
"rodzina";0,00139408750849768;0,00292251999557557;0,00478843660813535;0,00227888986938234;0;0,00118303960210996;0,000787708186619669;0,000897037422987814;0;0;0;0;0;0;0,00630796715845031;0,00376370355516128;0;0,00347355019738453;0,0124663382578069
"rog";0;0;0;0;0;0;0;0;0;0,0178457555683714;0,00625804915885084;0;0;0;0;0;0;0;0
"rok";0,00136209294098743;0;0;0;0,00213999935395136;0,00288972155822389;0;0,00219112561838023;0;0,00211648287753431;0;0;0;0;0;0;0;0;0
"ron";0,00794296154242735;0,0175764438513181;0,0113677607499922;0,0252470884222691;0,019412205764678;0,0102979764800296;0,00748008499566585;0,0156168403275079;0;0;0;0;0;0;0;0;0;0;0
"rona";0,00353020512996771;0,00462537996087319;0,00252616905555382;0,010820180752401;0,009706102882339;0,00374471872001076;0,00872676582827682;0,00709856378523086;0;0;0;0;0;0;0;0;0;0;0
"ronem";0,000882551282491928;0,00185015198434927;0,00505233811110763;0,00360672691746701;0,00277317225209686;0,00093617968000269;0,00374004249783292;0,00283942551409234;0;0;0;0;0;0;0;0;0;0;0
"ronowi";0,00136209294098743;0,00285544761831909;0,00194939212404476;0;0,00641999806185408;0;0,00384815068642602;0;0;0;0;0;0;0;0;0;0;0;0
"rosalie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0155032339543847;0,00818117761572692;0;0
"rose";0;0,0024076556808329;0;0;0;0,0121827738688807;0;0;0;0;0;0;0;0;0;0;0;0;0
"roslina";0,00114848921974667;0;0,00328737602575262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rozbic";0;0;0;0,00384821533630409;0;0;0;0;0;0,00292633517881586;0,00256547689086939;0;0;0;0;0;0;0;0
"rozbroic";0;0;0;0;0;0,00243655477377613;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"rozdziac";0;0;0;0;0;0;0;0;0;0,00356915111367427;0;0;0;0;0;0;0;0,0143080507200158;0
"rozdzielac";0;0,00197402891973494;0;0;0;0,00199772319033941;0;0;0;0;0;0;0;0;0;0;0;0;0,0105255534099701
"rozdzielic";0,00114848921974667;0;0;0;0;0;0;0;0,0463989644777655;0;0;0;0;0;0;0;0;0;0
"rozdzka";0,00916913247699705;0,00961093648811997;0,00145806942447974;0,00624525689907217;0;0,0010806996184441;0,00431740037378416;0;0;0;0,00416350459938145;0;0;0;0;0;0;0;0
"rozgladac";0,00114848921974667;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"rozgrywac";0;0;0;0;0;0,00487310954755227;0;0;0,0463989644777655;0;0;0;0;0;0;0;0;0;0
"rozlegac";0,00344546765924001;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"rozmawiac";0;0,00533940916006665;0,00437420827343921;0;0,00480190863795327;0,00756489732910868;0,00143913345792805;0,00491663000473031;0;0;0,00555133946584193;0;0;0;0;0;0;0;0
"rozmowa";0,00228713404243552;0,00159822462861568;0,00109109565992032;0;0;0,00242611218004788;0,00323077675924457;0,0024527929738368;0,0154000358857325;0;0,00207707613102365;0;0;0;0;0,0077183950739948;0;0;0
"rozmowy";0,00152818874616618;0,00106788183201333;0,00145806942447974;0;0,00320127242530218;0,00216139923688819;0,00143913345792805;0;0;0;0;0;0;0;0;0;0;0;0,0056939628118023
"rozny";0;0,00197402891973494;0,00269530871733039;0;0;0;0;0;0;0;0;0;0,00607982879616993;0;0;0;0;0;0
"rozpoczynac";0,00188328501606961;0,00394805783946987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0105255534099701
"rozpoznac";0,000941642508034805;0,00197402891973494;0;0;0;0;0,00266030470801441;0;0;0;0;0;0;0;0;0;0;0;0
"rozprawiac";0,00114848921974667;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rozumiec";0;0,00197402891973494;0;0;0;0;0;0,00302953926362051;0;0,00292633517881586;0;0;0;0;0;0;0;0;0
"rozwazac";0,00114848921974667;0;0;0;0;0;0;0,00369502561256381;0;0;0;0;0;0;0;0;0;0;0
"rozwiazac";0,00188328501606961;0;0,00269530871733039;0;0;0,00199772319033941;0;0;0;0;0;0;0;0;0;0;0;0;0
"rozwiazanie";0,00344546765924001;0;0;0;0;0;0;0,00369502561256381;0;0;0;0;0;0;0;0;0;0;0
"rozwijac";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0245435328471807;0;0
"rubeus";0;0,00197402891973494;0,00269530871733039;0,00384821533630409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rufus";0;0,0024076556808329;0;0;0,0072176166965413;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ruiny";0;0;0;0;0;0;0;0;0;0,00713830222734854;0;0;0,00741535961973421;0;0;0;0;0;0
"ruszac";0,000794882430496317;0;0;0;0;0;0,00224568183161197;0;0;0,00494050002954634;0,00649690032787163;0;0;0;0;0;0;0;0
"rycerz";0;0;0;0;0;0;0,00532060941602883;0,00302953926362051;0;0;0,00513095378173878;0;0;0;0;0;0;0;0
"ryczypisk";0;0;0;0;0;0;0;0;0;0,00356915111367427;0;0;0,0148307192394684;0;0;0;0;0;0
"ryczypiska";0;0;0;0;0;0;0;0;0;0,00713830222734854;0;0;0,00741535961973421;0;0;0;0;0;0
"ryk";0;0;0;0;0;0;0,00324468283061297;0;0;0,00713830222734854;0;0;0;0;0;0;0;0;0
"rzad";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0,00741535961973421;0;0;0;0;0;0
"rzadzic";0;0;0;0;0;0,00199772319033941;0;0;0;0,00585267035763171;0,00256547689086939;0;0;0;0;0;0;0;0
"rzec";0;0;0;0;0;0;0;0;0;0,00356915111367427;0;0;0;0;0;0;0,00818117761572692;0;0
"rzecz";0,000588035718784452;0;0,00168316296834254;0;0;0,00124753564345269;0;0;0;0;0,00160208575406785;0;0,00379672377333888;0;0;0,00396889024516093;0;0;0
"rzeczywistosc";0;0;0;0;0;0,0119863391420364;0;0;0;0;0,00256547689086939;0;0,00607982879616993;0;0;0;0;0;0
"rzekomy";0,00114848921974667;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rzucac";0,000882551282491928;0,00185015198434927;0;0,0018033634587335;0,00138658612604843;0;0,00124668083261097;0,00141971275704617;0;0;0,00120224230582234;0;0;0;0;0,00297834728745486;0;0;0
"rzucic";0,00158976486099263;0;0;0;0,00249769723715954;0;0;0;0;0;0;0;0,00513225459690316;0;0,0179834201075487;0;0;0;0
"sadzic";0;0;0;0,00384821533630409;0;0;0,00532060941602883;0;0;0,00292633517881586;0;0;0;0;0;0;0;0;0
"sala";0,00408627882296228;0,00285544761831909;0,00194939212404476;0;0;0;0,00384815068642602;0,00219112561838023;0;0;0;0;0;0;0;0;0;0;0
"salazar";0;0,0024076556808329;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"sam";0,00164100250673869;0,00245724615538336;0,00335508609677343;0,000958041925899464;0,00220988337574143;0,00198939238626385;0;0,00150845281620575;0;0,00437119788608195;0,00319347308633155;0;0,00454085625152349;0;0;0,0126580432023376;0,00166993705975423;0;0
"samochod";0;0;0;0,0115446460089123;0;0;0,00266030470801441;0;0;0;0;0;0;0;0;0;0;0;0,0105255534099701
"samotnie";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00818117761572692;0;0
"samotnosc";0,00114848921974667;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"samotny";0;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0,00741535961973421;0;0;0;0;0;0
"schody";0,000794882430496317;0;0,00227523027676476;0;0;0,00168636722688941;0;0,00511473836960998;0;0;0;0;0;0;0;0;0;0;0
"scian";0;0;0;0,00469353686913813;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"scrimgeour";0;0,00481531136166581;0;0;0,0144352333930826;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"scrubb";0;0;0;0;0;0;0;0;0;0;0;0;0,00741535961973421;0;0,0259834201075487;0;0;0;0
"sedzia";0,00344546765924001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00775161697719233;0;0;0
"sekunda";0;0;0;0;0;0;0;0;0;0;0,00625804915885084;0;0;0;0,0519668402150974;0;0;0;0
"sen";0,00204313941148114;0;0;0;0;0,00433458233733584;0;0,00219112561838023;0;0,00211648287753431;0;0;0,0131917768394262;0;0;0;0;0;0
"sens";0,00114848921974667;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"serce";0;0;0,00227523027676476;0;0;0;0,00224568183161197;0;0;0;0,00216563344262388;0;0;0;0;0;0,00566228592806949;0;0
"severus";0,000681046470493714;0,00142772380915954;0,00194939212404476;0;0,00213999935395136;0,00288972155822389;0;0;0;0;0;0;0;0;0;0;0;0;0
"sfora";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00635552509002966;0,0134154408701382;0,0117311234040636;0
"shunpikea";0;0;0;0;0,00360880834827065;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"siadac";0,000794882430496317;0;0;0;0;0;0,00224568183161197;0;0;0,00247025001477317;0;0;0;0;0;0;0;0;0,00888508898594303
"siebie";0,00334581002039443;0,00116900799823023;0,00159614553604512;0,00113944493469117;0,000876106549784765;0,00059151980105498;0,00236312455985901;0,000897037422987814;0;0;0;0;0,0018002189379139;0;0;0,00188185177758064;0;0;0,00311658456445173
"siec";0,00114848921974667;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"siedem";0;0;0,00269530871733039;0;0;0;0;0;0;0,00292633517881586;0;0;0,00607982879616993;0;0;0;0;0;0
"siedziec";0,00176410715635335;0,0012327390754058;0,00168316296834254;0,00240312863110178;0;0,00124753564345269;0;0;0;0,00182743407991476;0;0;0;0;0;0;0;0;0
"sila";0;0;0,00269530871733039;0;0;0;0;0;0;0;0,00513095378173878;0,0451350002156344;0;0;0;0;0;0;0
"silny";0;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0,0163623552314538;0;0
"sily";0,000941642508034805;0;0;0;0;0;0;0;0;0,0117053407152634;0,00256547689086939;0;0;0;0;0;0;0;0
"siostra";0,00152818874616618;0;0,00145806942447974;0;0,00160063621265109;0;0;0;0;0,00316609360744172;0,00416350459938145;0;0;0;0;0,00687624148632927;0,00725729265181855;0;0
"skad";0;0,00246547815081161;0,00168316296834254;0;0;0;0,00166130370901342;0;0;0;0,00160208575406785;0;0;0,0241009422133685;0,0133037201017794;0;0;0;0
"skakac";0;0;0;0;0;0;0;0;0;0;0,00256547689086939;0;0,00607982879616993;0;0;0,00635552509002966;0;0;0
"skeeter";0,00659149755624364;0,00197402891973494;0;0;0;0;0;0,00302953926362051;0;0;0;0;0;0;0;0;0;0;0
"skladac";0;0;0;0;0,0088765500424081;0;0;0,00302953926362051;0;0;0,00256547689086939;0;0;0;0;0;0;0;0
"skladnik";0,00114848921974667;0;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"sklep";0,00114848921974667;0;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"skoczyc";0;0;0;0;0;0;0;0;0;0,00356915111367427;0;0;0;0;0;0,00775161697719233;0;0;0
"skonczyc";0;0;0;0,00384821533630409;0,00295885001413603;0;0;0;0;0;0;0;0,00607982879616993;0;0;0;0;0;0
"skora";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0213037201017794;0;0,00670772043506909;0,0117311234040636;0
"skoro";0;0;0;0,00469353686913813;0;0;0;0;0;0,00713830222734854;0;0;0;0;0;0;0;0;0
"skraj";0,00344546765924001;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"skrzat";0,000681046470493714;0,00571089523663817;0;0,00278323615398298;0,00213999935395136;0;0;0,00438225123676046;0;0;0;0;0;0;0;0;0;0;0
"skrzatke";0,00229697843949334;0;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"skrzydlo";0,000588035718784452;0;0,00336632593668508;0,00720938589330533;0,00369547780604984;0,00124753564345269;0,00498391112704025;0;0;0;0;0;0;0;0;0;0;0;0
"skutek";0,00114848921974667;0;0;0;0;0,00487310954755227;0;0;0;0;0;0;0;0;0;0;0;0;0
"slad";0;0;0;0;0;0,00199772319033941;0;0;0;0;0,00256547689086939;0;0;0;0;0;0;0;0,0105255534099701
"sledzic";0;0;0;0;0,00591770002827206;0,00199772319033941;0;0;0;0;0,00256547689086939;0;0;0;0;0;0;0;0
"slizgonami";0;0;0,00328737602575262;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"slizgonow";0;0;0;0,00384821533630409;0,00591770002827206;0;0,00532060941602883;0;0;0;0;0;0;0;0;0;0;0;0
"slodycze";0,000941642508034805;0;0,00269530871733039;0;0;0,00199772319033941;0;0;0;0;0;0;0;0;0;0;0;0;0
"slonce";0;0;0;0;0;0;0,00266030470801441;0;0;0;0;0;0;0;0;0,00635552509002966;0;0,0117311234040636;0
"slowo";0,000794882430496317;0;0,00227523027676476;0;0;0,00674546890755765;0;0;0;0;0;0;0,00513225459690316;0;0;0;0;0;0
"slub";0;0,00197402891973494;0;0;0,00295885001413603;0;0;0;0;0;0;0;0;0;0;0;0,0201231613052073;0;0
"sluchac";0,00114848921974667;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"sluga";0,00344546765924001;0;0;0;0;0;0,00973404849183892;0;0;0;0;0;0;0;0;0;0;0;0
"slychac";0,00188328501606961;0;0;0;0;0;0,00266030470801441;0;0;0;0,00256547689086939;0;0;0;0;0;0;0;0
"slyszec";0,00419307907779845;0;0,00218219131984063;0,00311561419653547;0;0,000808704060015959;0,00323077675924457;0;0;0;0,00103853806551182;0;0;0;0;0,00514559671599653;0,00271537156675384;0,004748909744499;0
"slytherin";0;0;0,00657475205150523;0,00469353686913813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"slytherina";0;0,00197402891973494;0;0,0153928613452164;0,00295885001413603;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"slytherinu";0;0;0,00657475205150523;0;0;0,00487310954755227;0;0;0;0;0;0;0;0;0;0;0;0;0
"smierc";0,00032743968124336;0,00343216982415205;0;0,00133814944878067;0;0,000694673232225224;0;0,00105346919062141;0;0;0,00267629889756134;0,015694905399258;0,00211415392364434;0;0,00740799534844978;0,00663006743596341;0;0;0
"smierciozerca";0,00544837176394971;0,0185604095190741;0;0;0,00641999806185408;0;0,00192407534321301;0,00657337685514069;0;0;0;0;0;0;0;0;0;0;0
"smiertelny";0;0;0;0,00324845016393582;0;0,00168636722688941;0;0;0;0,00247025001477317;0;0;0,00513225459690316;0;0;0;0;0;0
"smok";0,00238464729148895;0;0,00455046055352953;0;0;0;0;0;0;0;0,00216563344262388;0;0,00513225459690316;0;0;0;0;0;0
"smokac";0;0,00197402891973494;0,00539061743466079;0;0;0;0;0;0;0;0;0;0,00607982879616993;0;0;0;0;0;0
"smutny";0;0;0;0;0;0;0;0;0;0,00713830222734854;0,00312902457942542;0;0;0;0;0;0;0;0
"snape";0,00356577374105441;0,00106788183201333;0,00874841654687843;0;0,00800318106325545;0,00324209885533229;0,00431740037378416;0,00655550667297375;0;0;0;0;0;0;0;0;0;0;0
"snapea";0,00203758499488823;0,00640729099207998;0,00437420827343921;0;0,00960381727590654;0,0010806996184441;0,00431740037378416;0,00327775333648687;0;0;0;0;0;0;0;0;0;0;0
"snapeem";0,000941642508034805;0,00197402891973494;0;0;0;0;0;0,00302953926362051;0;0;0;0;0;0;0;0;0;0;0
"snapeowi";0,00204313941148114;0,00142772380915954;0,00194939212404476;0;0,00213999935395136;0;0;0,00219112561838023;0;0;0;0;0;0;0;0;0;0;0
"sniadanie";0,00470821254017403;0;0;0;0;0;0,00266030470801441;0,00605907852724102;0;0;0;0;0;0;0;0;0;0;0
"sobota";0,00229697843949334;0;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"sowa";0,00158976486099263;0,00166636583650377;0,00227523027676476;0,00324845016393582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"spac";0,00188328501606961;0,00197402891973494;0;0;0;0;0;0;0;0;0,00256547689086939;0;0;0;0;0;0;0;0
"spacer";0,00114848921974667;0;0;0;0;0;0;0;0;0,00356915111367427;0;0;0;0;0;0;0;0;0
"spadac";0;0,00142772380915954;0;0,00278323615398298;0,00213999935395136;0;0,00384815068642602;0,00219112561838023;0;0;0;0;0;0;0;0;0;0;0
"spalic";0;0;0,00269530871733039;0,00384821533630409;0;0,00199772319033941;0;0;0;0;0;0;0;0;0;0;0;0;0
"specjalny";0,00114848921974667;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"spedzac";0;0,000799112314307838;0,00218219131984063;0;0,0011977805688903;0;0,00107692558641486;0,0036791894607552;0;0;0,00207707613102365;0;0;0;0;0,00514559671599653;0,00271537156675384;0,009497819488998;0
"spedzic";0,000941642508034805;0,00197402891973494;0;0;0;0;0;0;0;0,00292633517881586;0;0;0;0;0;0;0;0;0
"spodziewac";0;0,00142772380915954;0;0,00278323615398298;0;0,00144486077911195;0;0;0;0;0;0;0;0;0;0;0,00485138392583431;0;0,00761264592314713
"spokoj";0;0,00166636583650377;0;0;0;0;0;0;0;0,00247025001477317;0;0;0,00513225459690316;0;0;0;0;0,00990276437640346;0
"spokojny";0,00114848921974667;0;0;0;0;0,00487310954755227;0;0;0;0;0;0;0;0;0;0;0;0;0
"spor";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00775161697719233;0;0;0
"sport";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0128376581559035
"sporzadzic";0;0;0;0;0,00360880834827065;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"sposob";0;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0,00741535961973421;0;0;0;0;0;0
"spostrzec";0;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0,00741535961973421;0;0;0;0;0;0
"spotkac";0,00101879249744412;0,00106788183201333;0,00145806942447974;0,00208175229969072;0;0,00216139923688819;0;0;0;0;0,00555133946584193;0;0,00986693555743823;0;0;0;0;0;0
"spotkanie";0,000588035718784452;0,00246547815081161;0;0;0;0,00249507128690537;0;0,00567564850758508;0;0,00182743407991476;0;0;0;0;0;0;0,00418882874741166;0;0
"spotykac";0,00139408750849768;0,00526053599203602;0;0,00113944493469117;0,00525663929870859;0,00473215840843984;0,00157541637323934;0,00538222453792688;0;0,000866479005281635;0,00379814978230389;0,0400930116003197;0;0;0;0;0;0;0,00311658456445173
"spowodowac";0,00114848921974667;0;0,00328737602575262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"sprawa";0,00264765384747578;0;0,00126308452777691;0;0,00277317225209686;0,00093617968000269;0,00374004249783292;0,00141971275704617;0;0;0;0;0,00284914957407211;0;0;0;0;0,00549747803279113;0
"sprawdzic";0,00114848921974667;0,00481531136166581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"sprawiac";0,000794882430496317;0;0,00227523027676476;0;0;0;0;0;0;0,00247025001477317;0;0;0;0;0;0;0,011324571856139;0;0
"sprawic";0,000794882430496317;0;0,00227523027676476;0;0;0;0;0;0;0;0;0;0,00513225459690316;0;0;0;0,00566228592806949;0;0
"sprobowac";0;0;0;0;0,00360880834827065;0;0;0;0;0;0;0;0,0148307192394684;0;0;0;0;0;0
"sprowadzac";0;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0128376581559035
"sprowadzic";0,000794882430496317;0,00166636583650377;0;0;0;0,00168636722688941;0;0;0;0;0,00216563344262388;0;0;0;0;0;0;0;0
"sprowokowac";0;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0,00775161697719233;0;0;0
"srodek";0,00282492752410442;0;0,00269530871733039;0;0;0;0,00266030470801441;0;0;0;0;0;0;0;0;0;0;0;0
"stac";0,00114356702121776;0,00159822462861568;0,00218219131984063;0;0;0,000808704060015959;0,00215385117282972;0;0;0,00118461814505634;0;0;0,00492238589954919;0;0;0,00257279835799826;0;0;0,00426087949407618
"stacja";0;0;0,00194939212404476;0;0,00213999935395136;0,00288972155822389;0;0,00438225123676046;0;0,00211648287753431;0;0;0;0;0;0;0;0;0
"stadion";0,00376657003213922;0;0;0;0;0,00399544638067881;0,00266030470801441;0;0;0;0;0;0;0;0;0;0;0;0
"staja";0,000941642508034805;0;0;0;0;0;0;0;0;0;0;0;0,00607982879616993;0;0;0;0,00670772043506909;0;0
"staje";0,000882551282491928;0,000925075992174637;0;0;0;0;0,00249336166522195;0,00141971275704617;0,0178275359063369;0,00137134891587207;0,00120224230582234;0;0;0;0;0;0,00314339424041205;0;0
"staly";0;0;0;0;0;0;0,00266030470801441;0;0;0,00585267035763171;0;0;0,00607982879616993;0;0;0;0;0;0
"stan";0,000794882430496317;0,00166636583650377;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00536498213232359;0,00566228592806949;0;0
"stana";0;0;0;0;0,00360880834827065;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"stanac";0,000509396248722059;0;0;0,00208175229969072;0;0;0,00143913345792805;0;0;0;0,00416350459938145;0;0,00328897851914608;0;0;0;0,00362864632590927;0;0,0113879256236046
"staruszka";0;0,0024076556808329;0,00328737602575262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"stary";0,000703286788602294;0,00196579692430668;0,00134203443870937;0;0;0,000994696193131927;0,000662302710012417;0;0,00947092875317756;0,00582826384810927;0,00383216770359786;0;0,00151361875050783;0;0;0,00316451080058439;0;0,0029205507168389;0,00262041507004913
"statek";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0,0296614384789369;0;0;0;0;0;0
"stawiac";0,00229697843949334;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"sto";0,00344546765924001;0;0;0;0;0;0;0;0;0;0,00312902457942542;0;0;0;0;0;0;0;0
"stoa";0,00229697843949334;0;0;0;0;0;0,00648936566122595;0;0;0;0;0;0;0;0;0;0;0;0
"stol";0,00188328501606961;0;0;0;0;0;0;0;0;0;0,012827384454347;0;0,00607982879616993;0;0;0;0;0;0
"stola";0;0;0;0;0;0;0;0;0;0;0,00625804915885084;0;0,0148307192394684;0;0;0;0;0;0
"stosunek";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0128376581559035
"stracic";0;0;0,00539061743466079;0,00384821533630409;0;0;0;0;0;0,00585267035763171;0;0;0;0;0;0;0;0;0
"straszny";0;0;0;0;0;0;0,00266030470801441;0;0;0,00292633517881586;0,00513095378173878;0;0;0;0;0;0;0;0
"strata";0;0;0;0;0;0,00199772319033941;0;0;0;0;0;0;0;0;0;0;0,00670772043506909;0,0117311234040636;0
"straznik";0;0;0,00269530871733039;0;0;0;0,00532060941602883;0;0;0,00292633517881586;0;0;0;0;0;0;0;0;0
"strona";0,00132382692373789;0,00277522797652391;0;0,0018033634587335;0;0;0,00623340416305487;0;0;0,00822809349523243;0,00480896922328935;0;0,00284914957407211;0;0;0;0,00314339424041205;0;0
"strzal";0;0;0;0;0,00360880834827065;0;0;0;0;0;0,00312902457942542;0;0;0;0;0;0;0;0
"strzelac";0;0,0024076556808329;0;0;0;0;0;0;0;0,00356915111367427;0;0;0;0;0;0;0;0;0
"stwierdzac";0,00158976486099263;0;0;0;0;0;0;0;0;0;0,00433126688524776;0;0;0;0;0,00536498213232359;0;0,0297082931292104;0
"stwierdzic";0;0;0;0,00384821533630409;0;0,0119863391420364;0;0;0;0;0;0;0,00607982879616993;0;0;0;0;0;0
"stworek";0;0,00394805783946987;0;0;0,0088765500424081;0;0;0,00908861779086153;0;0;0;0;0;0;0;0;0;0;0
"stworzenie";0,00235214287513781;0;0;0;0;0,00124753564345269;0,00166130370901342;0,00189188283586169;0;0;0;0;0;0,0723028266401056;0,0133037201017794;0;0;0;0
"stworzyc";0;0;0;0;0,00249769723715954;0;0,00224568183161197;0,00255736918480499;0;0;0;0;0;0;0;0;0;0,00990276437640346;0
"suchy";0;0;0;0;0;0;0;0;0;0;0,00312902457942542;0;0,00741535961973421;0;0;0;0;0;0
"sugerowac";0,000941642508034805;0;0;0;0,00295885001413603;0;0;0;0;0,00292633517881586;0;0;0;0;0;0;0;0;0
"swan";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0127110501800593;0;0,0117311234040636;0,0210511068199402
"swiadek";0,000941642508034805;0;0;0;0;0;0;0,00302953926362051;0,0380423573246061;0;0;0;0;0;0;0;0;0;0
"swiadomosc";0,00114848921974667;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"swiat";0,000836452505098608;0,000584503999115114;0;0;0;0,00177455940316494;0,000787708186619669;0,000897037422987814;0;0,00259943701584491;0,00379814978230389;0;0,0072008757516556;0,022854953472646;0,0126159343169006;0;0,00397227151035913;0;0
"swiatlo";0,000681046470493714;0,00142772380915954;0,00194939212404476;0;0;0,00144486077911195;0;0;0;0;0,00185549076932199;0;0;0;0;0;0;0;0
"swietnie";0;0;0;0;0,010826425044812;0;0;0;0;0;0;0;0,00741535961973421;0;0;0;0;0;0
"swieto";0;0;0,00328737602575262;0;0;0;0;0,00369502561256381;0;0;0;0;0;0;0;0;0;0;0
"swietowac";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00818117761572692;0;0
"swiety";0;0;0,00227523027676476;0;0;0,00337273445377882;0;0;0;0,00247025001477317;0,00433126688524776;0;0;0;0;0;0;0;0
"swistoklikiem";0,00229697843949334;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"swit";0;0;0;0;0;0;0;0;0;0;0;0;0,0148307192394684;0;0,0259834201075487;0;0;0;0
"syn";0,00397148077121367;0,00277522797652391;0,00252616905555382;0;0,00138658612604843;0,0159150545600457;0;0;0;0,00411404674761622;0,00240448461164467;0;0;0;0,0199668402150974;0;0;0;0
"synowy";0,000941642508034805;0;0;0;0,00295885001413603;0,00399544638067881;0;0;0;0;0;0;0;0;0;0;0;0;0
"syriusz";0,0149830223508617;0,00142772380915954;0;0;0,00213999935395136;0;0,0365574315210472;0,0372491355124639;0;0;0;0;0;0;0;0;0;0;0
